Event	ID	Name			Wwise Object Path	Notes
	85760201	Play_BossOpen			\Default Work Unit\Play_BossOpen	
	249738436	Play_UI_Move			\Default Work Unit\Play_UI_Move	
	287728669	Stop_SFX			\Default Work Unit\Stop_SFX	
	435770000	Stop_Amb			\Default Work Unit\Stop_Amb	
	643450781	Play_UI_Start			\Default Work Unit\Play_UI_Start	
	738066393	Stop_Laser			\Default Work Unit\Stop_Laser	
	798848911	Play_BossClose			\Default Work Unit\Play_BossClose	
	970083036	Play_UI_Valide			\Default Work Unit\Play_UI_Valide	
	1073586825	Play_Bullets			\Default Work Unit\Play_Bullets	
	1172822028	Play_Death			\Default Work Unit\Play_Death	
	1370337034	Stop_Mortier			\Default Work Unit\Stop_Mortier	
	1386224142	Play_UI_Back			\Default Work Unit\Play_UI_Back	
	1532176313	Stop_Cone			\Default Work Unit\Stop_Cone	
	1822128376	Play_HardHit			\Default Work Unit\Play_HardHit	
	2270376495	Play_Laser			\Default Work Unit\Play_Laser	
	2932040671	Play_Music			\Default Work Unit\Play_Music	
	2959533290	Play_Amb			\Default Work Unit\Play_Amb	
	3061091197	Play_Shots			\Default Work Unit\Play_Shots	
	3198067375	Play_Cone			\Default Work Unit\Play_Cone	
	3355890260	Play_Mortier			\Default Work Unit\Play_Mortier	
	3726300835	Play_CoeurHit			\Default Work Unit\Play_CoeurHit	
	3860455926	Play_PickUp			\Default Work Unit\Play_PickUp	
	4153769294	Play_NormalHit			\Default Work Unit\Play_NormalHit	

Game Parameter	ID	Name			Wwise Object Path	Notes
	3262157761	ElectroFilter			\Default Work Unit\ElectroFilter	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	6577448	Pickup_03	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Pickup\Pickup_03_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Pickup\Pickup_03		59844
	9266583	HardHit_02	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\HardHit_02_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\HardHit\HardHit_02		58164
	12607921	Shot_Pizz_01	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Pizz\Shot_Pizz_01_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Pizz\Shot_Pizz_01		39987
	23718123	Shot_Drop_01	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Shot_Drop_01_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Drop\Shot_Drop_01		38244
	39859694	Erosion_Mus_Phase3	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Erosion_Mus_Phase3_B9F22F13.wem		\Interactive Music Hierarchy\Default Work Unit\MusicSwitch\musicPhase3\Erosion_Mus_Phase3\Erosion_Mus_Phase3		2554108
	40548001	UI_Start	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\UI_Start_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_Start		85198
	40640479	Cone_Out	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Cone_Out_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\ConeBurst\Cone_Out		29955
	52560143	Shot_Water_03	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Shot_Water_03_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Water\Shot_Water_03		43112
	61748972	Laser_Loop1	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Laser_Loop_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\LaserBurst\LaserLoop\Laser_Loop1		168979
	70675328	Laser_Out	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Laser_Out_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\LaserBurst\Laser_Out		40020
	90020239	Shot_Drop_04	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Shot_Drop_04_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Drop\Shot_Drop_04		36736
	96163090	Hit_03	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\NormalHit\Hit_03_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\NormalHit\Hit_03		47577
	107667848	Shot_Gravel_05	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Gravel\Shot_Gravel_05_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Gravel\Shot_Gravel_05		45163
	156207026	Erosion_Mus_Phase2	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Erosion_Mus_Phase2_B9F22F13.wem		\Interactive Music Hierarchy\Default Work Unit\MusicSwitch\musicPhase2\Erosion_Mus_Phase2\Erosion_Mus_Phase2		2548105
	170147237	Shot_Bow_03	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Bow\Shot_Bow_03_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Bow\Shot_Bow_03		41338
	174663714	Mortier_Loop1	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Mortier_Loop_6EB58813.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\MortierBurst\Mortier_Loop1		82279
	201011898	Bullet_05	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Bullet_05_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\Bullets\Bullet_05		9175
	202541797	Erosion_Mus_Phase2Corrupted	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Erosion_Mus_Phase2Corrupted_B9F22F13.wem		\Interactive Music Hierarchy\Default Work Unit\MusicSwitch\musicPhase2\Erosion_Mus_Phase2\Erosion_Mus_Phase2Corrupted		2285049
	209129911	UI_Valide	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\UI_Valide_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_Valide		90807
	214647005	BossClose	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Boss_Fermeture_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\BossState\BossClose		80995
	220159209	Laser_In	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Laser_In_488FF762.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\LaserBurst\Laser_In		25921
	230960577	Shot_Bow_06	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Bow\Shot_Bow_06_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Bow\Shot_Bow_06		42703
	244548495	Shot_Drop_06	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Shot_Drop_06_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Drop\Shot_Drop_06		36745
	252024996	Shot_Gravel_06	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Gravel\Shot_Gravel_06_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Gravel\Shot_Gravel_06		46559
	253266080	Shot_Water_02	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Shot_Water_02_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Water\Shot_Water_02		42673
	269460094	Shot_Gravel_03	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Gravel\Shot_Gravel_03_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Gravel\Shot_Gravel_03		46120
	272307536	UI_Back	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\UI_Back_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_Back		71985
	275235596	Shot_Gravel_04	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Gravel\Shot_Gravel_04_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Gravel\Shot_Gravel_04		52561
	281350948	Shot_Pizz_02	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Pizz\Shot_Pizz_02_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Pizz\Shot_Pizz_02		38532
	288337912	Death_05	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Death_05_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Death\Death_05		51536
	298529461	Hit_04	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\NormalHit\Hit_04_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\NormalHit\Hit_04		49785
	302877464	Shot_Gravel_02	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Gravel\Shot_Gravel_02_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Gravel\Shot_Gravel_02		49278
	315978292	Erosion_Mus_Intro	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Erosion_Mus_Intro_B9F22F13.wem		\Interactive Music Hierarchy\Default Work Unit\MusicSwitch\musicIntro\Erosion_Mus_Intro\Erosion_Mus_Intro		478167
	326855980	Cone_In	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Cone_In_94A24B98.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\ConeBurst\Cone_In		20772
	327436111	Bullet_08	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Bullet_08_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\Bullets\Bullet_08		9571
	336564444	Shot_Bow_01	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Bow\Shot_Bow_01_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Bow\Shot_Bow_01		42104
	358620517	Hit_06	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\NormalHit\Hit_06_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\NormalHit\Hit_06		48480
	364253741	Shot_Drop_02	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Shot_Drop_02_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Drop\Shot_Drop_02		38248
	371207202	Mortier_Out	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Mortier_Out_B6895585.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\MortierBurst\Mortier_Out		109436
	381610256	Death_03	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Death_03_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Death\Death_03		51517
	383731950	Shot_Drop_08	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Shot_Drop_08_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Drop\Shot_Drop_08		37016
	393543360	CoeurHit_05	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\CoeurHit\CoeurHit_05_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\CoeurHit\CoeurHit_05		27870
	394518430	Shot_Pizz_05	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Pizz\Shot_Pizz_05_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Pizz\Shot_Pizz_05		39933
	397436735	CoeurHit_02	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\CoeurHit\CoeurHit_02_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\CoeurHit\CoeurHit_02		30515
	405403541	Bullet_06	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Bullet_06_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\Bullets\Bullet_06		8994
	421387598	Death_01	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Death_01_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Death\Death_01		48881
	429688716	CoeurHit_04	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\CoeurHit\CoeurHit_04_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\CoeurHit\CoeurHit_04		27952
	448670574	Bullet_07	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Bullet_07_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\Bullets\Bullet_07		8862
	458283295	Shot_Water_05	C:\Users\jeremy.guarober\Documents\WwiseRepo\Wwise_SwarmRepo\SHMUP_Wwise\SHMUP\.cache\Windows\SFX\Shot_Water_05_1F72EA25.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pyus\Shots\Water\Shot_Water_05		43618
